Publisher Name,Type,Location,Country,Genres/Focus,Contact Email,Phone,Address,Website,Submissions Email,Annual Output,Has Audiobooks,Priority Tier,Notes
Egmont UK,Traditional,UK,UK,"Children's books, magazines",Via website,N/A,UK,egmont.co.uk,Via website,N/A,Unknown,High,"Nordic-owned"
Welbeck Publishing,Traditional,UK,UK,"Nonfiction, lifestyle, illustrated",Via website,N/A,UK,welbeckpublishing.com,Via website,N/A,Unknown,High,"UK independent"
Mortimer Children's,Traditional,UK,UK,"Children's nonfiction",Via website,N/A,UK,welbeckpublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Welbeck children's"
Flame Tree Publishing,Traditional,UK,UK,"Art, music, gift, illustrated",Via website,N/A,UK,flametreepublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK illustrated"
Carlton Books,Traditional,UK,UK,"Illustrated, gift, sports",Via website,N/A,UK,carltonbooks.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Welbeck imprint"
Andre Deutsch,Traditional,UK,UK,"Illustrated, biography, sports",Via website,N/A,UK,carltonbooks.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Carlton imprint"
Prion Books,Traditional,UK,UK,"Humor, gift",Via website,N/A,UK,carltonbooks.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Carlton imprint"
Summersdale Publishers,Traditional,UK,UK,"Gift books, humor, health",Via website,N/A,UK,summersdale.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Hachette UK"
Trigger Publishing,Traditional,UK,UK,"Mental health, wellbeing",Via website,N/A,UK,triggerpublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK mental health"
SPCK Publishing,Traditional,UK,UK,"Christian, spirituality",Via website,N/A,UK,spckpublishing.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK Christian"
Canterbury Press,Traditional,UK,UK,"Religion, spirituality",Via website,N/A,UK,canterburypress.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK religion"
SCM Press,Academic,UK,UK,"Theology, biblical studies",Via website,N/A,UK,scmpress.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK academic theology"
Darton Longman + Todd,Traditional,UK,UK,"Religion, spirituality, ethics",Via website,N/A,UK,dltbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK religion"
Lion Hudson,Traditional,UK,UK,"Christian, children's, lifestyle",Via website,N/A,UK,lionhudson.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK Christian"
Authentic Media,Traditional,UK,UK,"Christian books",Via website,N/A,UK,authenticmedia.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK Christian"
IVP UK,Traditional,UK,UK,"Christian, academic",Via website,N/A,UK,ivpbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK Christian"
Monarch Books,Traditional,UK,UK,"Christian living, biography",Via website,N/A,UK,lionhudson.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Lion Hudson imprint"
BRF (Bible Reading Fellowship),Traditional,UK,UK,"Christian, children's, devotional",Via website,N/A,UK,brf.org.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK Christian"
Kevin Mayhew Publishers,Traditional,UK,UK,"Christian music, liturgy, books",Via website,N/A,UK,kevinmayhew.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK Christian music"
Wild Goose Publications,Traditional,Scotland,UK,"Spirituality, Celtic, Iona",Via website,N/A,Scotland,ionabooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Iona Community"
Morehouse Publishing,Traditional,USA,USA,"Episcopal, Anglican books",Via website,N/A,N/A,morehousepublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Episcopal"
Church Publishing,Traditional,NYC,USA,"Episcopal, liturgy, theology",Via website,N/A,NYC,churchpublishing.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Episcopal Church"
Fortress Press,Traditional,Minneapolis MN,USA,"Lutheran, theology, biblical",Via website,N/A,MN,fortresspress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Lutheran"
Westminster John Knox Press,Traditional,Louisville KY,USA,"Presbyterian, theology",Via website,N/A,KY,wjkbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Presbyterian"
Eerdmans Publishing,Traditional,Grand Rapids MI,USA,"Christian, theology, children's",Via website,N/A,MI,eerdmans.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Since 1911"
Baker Publishing Group,Traditional,Grand Rapids MI,USA,"Christian, academic, trade",Via website,N/A,MI,bakerpublishinggroup.com,Via website,N/A,Some,Medium,"Multiple imprints"
Brazos Press,Traditional,Grand Rapids MI,USA,"Christian theology, culture",Via website,N/A,MI,bakerpublishinggroup.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Baker imprint"
Revell,Traditional,Grand Rapids MI,USA,"Christian living, fiction",Via website,N/A,MI,bakerpublishinggroup.com,Via website,N/A,Some,Medium,"Baker imprint"
Chosen Books,Traditional,Grand Rapids MI,USA,"Charismatic Christian",Via website,N/A,MI,bakerpublishinggroup.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Baker imprint"
Baker Academic,Academic,Grand Rapids MI,USA,"Christian academic, theology",Via website,N/A,MI,bakerpublishinggroup.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Baker academic"
Moody Publishers,Traditional,Chicago IL,USA,"Christian living, Bible study",Via website,N/A,IL,moodypublishers.com,Via website,N/A,Some,Medium,"Moody Bible Institute"
NavPress,Traditional,Colorado Springs CO,USA,"Christian discipleship",Via website,N/A,CO,navpress.com,Via website,N/A,Some,Medium,"Navigators"
Multnomah (WaterBrook),Traditional,Colorado Springs CO,USA,"Christian living, fiction",Via PRH,N/A,CO,waterbrookmultnomah.com,Via PRH,N/A,Yes,Low,"PRH Christian"
WaterBrook,Traditional,Colorado Springs CO,USA,"Christian living",Via PRH,N/A,CO,waterbrookmultnomah.com,Via PRH,N/A,Yes,Low,"PRH Christian"
David C Cook,Traditional,Colorado Springs CO,USA,"Christian living, children's",Via website,N/A,CO,davidccook.org,Via website,N/A,Some,Medium,"Christian nonprofit"
Harvest House Publishers,Traditional,Oregon,USA,"Christian living, fiction",Via website,N/A,OR,harvesthousepublishers.com,Via website,N/A,Some,Medium,"Oregon Christian"
Barbour Publishing,Traditional,Ohio,USA,"Christian books, Bibles",Via website,N/A,OH,barbourbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Ohio Christian"
Whitaker House,Traditional,Pennsylvania,USA,"Christian, charismatic",Via website,N/A,PA,whitakerhouse.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"PA Christian"
Charisma House,Traditional,Florida,USA,"Charismatic Christian",Via website,N/A,FL,charismahouse.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Charisma Media"
FaithWords,Traditional,NYC,USA,"Christian living",Via Hachette,N/A,NYC,faithwords.com,Via Hachette,N/A,Yes,Low,"Hachette Christian"
Howard Books,Traditional,NYC,USA,"Christian living, inspirational",Via S&S,N/A,NYC,simonandschuster.com,Via S&S,N/A,Yes,Low,"S&S Christian"
Love Inspired (Harlequin),Traditional,NYC,USA,"Christian romance",Via Harlequin,N/A,NYC,harlequin.com,Via Harlequin,N/A,Unknown,High,"Christian romance"
Bethany House Publishers,Traditional,Minneapolis MN,USA,"Christian fiction, nonfiction",Via Baker,N/A,MN,bethanyhouse.com,Via Baker,N/A,Unknown,High,"Baker imprint"
Revell Books,Traditional,Grand Rapids MI,USA,"Christian trade books",Via Baker,N/A,MI,revellbooks.com,Via Baker,N/A,Unknown,High,"Baker trade"
Tyndale House Publishers,Traditional,Carol Stream IL,USA,"Christian books, Bibles",Via website,N/A,IL,tyndale.com,Via website,N/A,Yes,Low,"NLT Bible publisher"
B&H Publishing,Traditional,Nashville TN,USA,"Christian, Bibles, reference",Via website,N/A,TN,bhpublishinggroup.com,Via website,N/A,Some,Medium,"LifeWay"
Thomas Nelson,Traditional,Nashville TN,USA,"Christian, Bibles, leadership",Via HarperCollins,N/A,TN,thomasnelson.com,Via HCC,N/A,Yes,Low,"HarperCollins Christian"
Zondervan,Traditional,Grand Rapids MI,USA,"Christian, Bibles, academic",Via HarperCollins,N/A,MI,zondervan.com,Via HCC,N/A,Yes,Low,"HarperCollins Christian"
Worthy Publishing,Traditional,Nashville TN,USA,"Christian inspirational",Via Hachette,N/A,TN,worthypublishing.com,Via Hachette,N/A,Unknown,High,"Hachette Nashville"
Abingdon Press,Traditional,Nashville TN,USA,"Methodist, Christian",Via website,N/A,TN,abingdonpress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"United Methodist"
Upper Room Books,Traditional,Nashville TN,USA,"Christian devotional, spirituality",Via website,N/A,TN,upperroom.org/bookstore,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Methodist spirituality"
Broadman & Holman,Traditional,Nashville TN,USA,"Southern Baptist Christian",Via B&H,N/A,TN,bhpublishinggroup.com,Via B&H,N/A,Some,Medium,"LifeWay imprint"
New Growth Press,Traditional,North Carolina,USA,"Gospel-centered Christian",Via website,N/A,NC,newgrowthpress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Reformed Christian"
P&R Publishing,Traditional,New Jersey,USA,"Reformed Christian",Via website,N/A,NJ,prpbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Reformed theology"
Banner of Truth Trust,Traditional,UK/USA,UK/USA,"Reformed Christian classics",Via website,N/A,UK/USA,banneroftruth.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Reformed classics"
Crossway Books,Traditional,Illinois,USA,"Reformed Christian, ESV Bible",Via website,N/A,IL,crossway.org,Via website,N/A,Some,Medium,"Reformed"
Reformation Heritage Books,Traditional,Michigan,USA,"Reformed Christian, Puritan",Via website,N/A,MI,heritagebooks.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Reformed heritage"
Christian Focus Publications,Traditional,Scotland,UK,"Reformed Christian, children's",Via website,N/A,Scotland,christianfocus.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Scottish Reformed"
10Publishing,Traditional,UK,UK,"Reformed Christian",Via website,N/A,UK,10ofthose.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK Reformed"
Good Book Company,Traditional,UK,UK,"Evangelical Christian",Via website,N/A,UK,thegoodbook.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK evangelical"
Koorong,Traditional,Australia,Australia,"Christian books retailer/publisher",Via website,N/A,Australia,koorong.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Australian Christian"
Word Publishing,Traditional,Australia,Australia,"Christian books",Via website,N/A,Australia,wordpublishing.com.au,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Australian Christian"
Acorn Press,Traditional,Australia,Australia,"Christian books",Via website,N/A,Australia,acornpress.net.au,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Australian Christian"
Sophia Institute Press,Traditional,New Hampshire,USA,"Catholic intellectual",Via website,N/A,NH,sophiainstitute.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Catholic academic"
TAN Books,Traditional,North Carolina,USA,"Traditional Catholic",Via website,N/A,NC,tanbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Traditional Catholic"
Catholic Answers Press,Traditional,California,USA,"Catholic apologetics",Via website,N/A,CA,shop.catholic.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Catholic apologetics"
Servant Books,Traditional,Ohio,USA,"Catholic charismatic",Via website,N/A,OH,servantbooks.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Franciscan Media"
Franciscan Media,Traditional,Ohio,USA,"Catholic, Franciscan spirituality",Via website,N/A,OH,franciscanmedia.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Franciscan"
Our Sunday Visitor,Traditional,Indiana,USA,"Catholic books, periodicals",Via website,N/A,IN,osv.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Catholic media"
Loyola Press,Traditional,Chicago IL,USA,"Catholic, Jesuit, education",Via website,N/A,IL,loyolapress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Jesuit"
Catholic University of America Press,Academic,Washington DC,USA,"Catholic academic",Via website,N/A,DC,cuapress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"CUA academic"
Liturgical Press,Traditional,Minnesota,USA,"Catholic liturgy, theology",Via website,N/A,MN,litpress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Benedictine"
Orbis Books,Traditional,New York,USA,"Catholic social justice, mission",Via website,N/A,NY,orbisbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Maryknoll"
Image Books (PRH),Traditional,NYC,USA,"Catholic books",Via PRH,N/A,NYC,penguinrandomhouse.com,Via PRH,N/A,Some,Medium,"PRH Catholic"
Sheed & Ward,Traditional,Kansas,USA,"Catholic intellectual",Via website,N/A,KS,rowman.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"R&L imprint"
Jewish Lights Publishing,Traditional,Vermont,USA,"Jewish spirituality, life cycle",Via website,N/A,VT,jewishlights.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Jewish spirituality"
Jewish Publication Society,Traditional,Nebraska,USA,"Jewish books, Tanakh",Via website,N/A,NE,jps.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"JPS Tanakh"
Gefen Publishing House,Traditional,Israel/USA,Israel/USA,"Jewish, Israel, Hebrew",Via website,N/A,Israel/USA,gefenpublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Israeli publisher"
Urim Publications,Traditional,Israel,Israel,"Jewish Orthodox, academic",Via website,N/A,Israel,urimpublications.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Israeli Orthodox"
Ktav Publishing,Traditional,New Jersey,USA,"Jewish academic, liturgy",Via website,N/A,NJ,ktav.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Jewish academic"
Behrman House,Traditional,New Jersey,USA,"Jewish education, children's",Via website,N/A,NJ,behrmanhouse.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Jewish education"
Kar-Ben Publishing,Traditional,Minnesota,USA,"Jewish children's books",Via website,N/A,MN,karben.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Lerner Jewish"
Artscroll/Mesorah,Traditional,New York,USA,"Orthodox Jewish, Talmud",Via website,N/A,NY,artscroll.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Orthodox Jewish"
Feldheim Publishers,Traditional,New York,USA,"Orthodox Jewish",Via website,N/A,NY,feldheim.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Orthodox Jewish"
Koren Publishers,Traditional,Israel,Israel,"Jewish, Hebrew texts",Via website,N/A,Israel,korenpub.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Israeli Jewish"
Maggid Books,Traditional,Israel,Israel,"Jewish thought, Torah",Via website,N/A,Israel,korenpub.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Koren imprint"
Toby Press,Traditional,Connecticut/Israel,USA/Israel,"Jewish, Israeli literature",Via website,N/A,CT/Israel,tobypress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Jewish literature"
Schocken Books,Traditional,NYC,USA,"Jewish, literary",Via PRH,N/A,NYC,penguinrandomhouse.com,Via PRH,N/A,Some,Medium,"PRH Jewish"
Brandeis University Press,Academic,Massachusetts,USA,"Jewish studies, Judaic",Via website,N/A,MA,brandeisuniversitypress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Brandeis academic"
Wayne State Jewish,Academic,Michigan,USA,"Jewish studies",Via website,N/A,MI,wsupress.wayne.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"WSU Jewish"
Indiana University Jewish,Academic,Indiana,USA,"Jewish studies",Via website,N/A,IN,iupress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"IU Jewish"
Syracuse Jewish Studies,Academic,New York,USA,"Jewish studies",Via website,N/A,NY,syracuseuniversitypress.syr.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Syracuse Jewish"
Academic Studies Press,Academic,Massachusetts,USA,"Jewish, Slavic studies",Via website,N/A,MA,academicstudiespress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Scholarly"
Lexington Books,Academic,Maryland,USA,"Academic humanities, social sciences",Via website,N/A,MD,rowman.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"R&L academic"
Rowman & Littlefield,Academic,Maryland,USA,"Academic, trade nonfiction",Via website,N/A,MD,rowman.com,Via website,N/A,Unknown,High,"R&L publisher"
Prometheus Books,Traditional,New York,USA,"Science, skepticism, philosophy",Via website,N/A,NY,prometheusbooks.com,Via website,N/A,Unknown,High,"R&L imprint"
Humanity Books,Traditional,New York,USA,"Philosophy, humanities",Via website,N/A,NY,prometheusbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Prometheus imprint"
Open Court Publishing,Traditional,Illinois,USA,"Philosophy, popular culture",Via website,N/A,IL,opencourtbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Philosophy & Pop Culture"
Hackett Publishing,Academic,Indiana,USA,"Philosophy, classics, political theory",Via website,N/A,IN,hackettpublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Philosophy texts"
Broadview Press,Academic,Canada,Canada,"Philosophy, literature, history",Via website,N/A,Canada,broadviewpress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Canadian academic"
Paragon House,Traditional,Minnesota,USA,"Philosophy, religion, public policy",Via website,N/A,MN,paragonhouse.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Philosophy"
SUNY Philosophy,Academic,New York,USA,"Philosophy",Via website,N/A,NY,sunypress.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"SUNY philosophy"
Continuum (Bloomsbury),Academic,UK,UK,"Philosophy, religion, cultural studies",Via Bloomsbury,N/A,UK,bloomsbury.com,Via Bloomsbury,N/A,NO AUDIOBOOKS,TIER 1,"Bloomsbury academic"
Polity Press,Academic,UK,UK,"Social theory, politics",Via website,N/A,UK,politybooks.com,Via website,N/A,Unknown,High,"Social sciences"
Zed Books,Academic,UK,UK,"Development, global issues",Via website,N/A,UK,zedbooks.net,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Bloomsbury"
Pluto Press,Academic,UK,UK,"Radical politics, social sciences",Via website,N/A,UK,plutobooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK radical"
Lawrence & Wishart,Traditional,UK,UK,"Left politics, labor",Via website,N/A,UK,lwbooks.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK left"
Monthly Review Press,Traditional,NYC,USA,"Marxist, socialist",Via website,N/A,NYC,monthlyreview.org/press,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Socialist"
AK Press,Traditional,California/UK,USA/UK,"Anarchist, radical",Via website,N/A,CA/UK,akpress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Anarchist"
PM Press,Traditional,California,USA,"Radical politics, counterculture",Via website,N/A,CA,pmpress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Oakland radical"
South End Press,Traditional,Massachusetts,USA,"Progressive politics",Via website,N/A,MA,southendpress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Progressive"
Common Courage Press,Traditional,Maine,USA,"Progressive politics",Via website,N/A,ME,commoncouragepress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Progressive"
Chelsea Green,Traditional,Vermont,USA,"Sustainability, politics, food",Via website,N/A,VT,chelseagreen.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Employee-owned"
New Village Press,Traditional,California,USA,"Community development, planning",Via website,N/A,CA,newvillagepress.net,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Urban planning"
Berrett-Koehler,Traditional,Oakland CA,USA,"Business, politics, personal growth",Via website,N/A,CA,bkconnection.com,Via website,N/A,Some via RBmedia,High,"Mission-driven"
Stanford Business Books,Academic,California,USA,"Business, management",Via website,N/A,CA,sup.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Stanford academic"
MIT Sloan School,Academic,Massachusetts,USA,"Business, management",Via MIT Press,N/A,MA,mitpress.mit.edu,Via MIT Press,N/A,NO AUDIOBOOKS,TIER 1,"MIT business"
Columbia Business School,Academic,NYC,USA,"Business, finance",Via website,N/A,NYC,cup.columbia.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Columbia business"
University of Toronto Press,Academic,Toronto,Canada,"Canadian, academic across disciplines",Via website,N/A,Toronto,utpress.utoronto.ca,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Canadian academic"
McGill-Queen's University Press,Academic,Montreal,Canada,"Canadian, academic humanities",Via website,N/A,Montreal,mqup.ca,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Canadian academic"
UBC Press,Academic,Vancouver BC,Canada,"Canadian, Pacific Northwest",Via website,N/A,BC,ubcpress.ca,Via website,N/A,NO AUDIOBOOKS,TIER 1,"British Columbia"
University of Alberta Press,Academic,Edmonton AB,Canada,"Canadian, Western Canada",Via website,N/A,AB,uap.ualberta.ca,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Alberta academic"
University of Manitoba Press,Academic,Winnipeg MB,Canada,"Canadian, Indigenous, Manitoba",Via website,N/A,MB,umanitoba.ca/uofmpress,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Manitoba academic"
University of Regina Press,Academic,Regina SK,Canada,"Canadian, Indigenous, Prairies",Via website,N/A,SK,uofrpress.ca,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Saskatchewan"
University of Calgary Press,Academic,Calgary AB,Canada,"Canadian, Alberta, Indigenous",Via website,N/A,AB,ucalgary.ca/ucpress,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Calgary academic"
Wilfrid Laurier University Press,Academic,Waterloo ON,Canada,"Canadian, social sciences",Via website,N/A,ON,wlupress.wlu.ca,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Ontario academic"
Carleton University Press,Academic,Ottawa ON,Canada,"Canadian, public policy",Via website,N/A,ON,carleton.ca/cupress,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Ottawa academic"
Athabasca University Press,Academic,Alberta,Canada,"Open access, Canadian",Via website,N/A,AB,aupress.ca,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Open access"
Heritage House Publishing,Traditional,Victoria BC,Canada,"Canadian, BC, Western",Via website,N/A,BC,heritagehouse.ca,Via website,N/A,NO AUDIOBOOKS,TIER 1,"BC regional"
Caitlin Press,Traditional,British Columbia,Canada,"BC interest, women, First Nations",Via website,N/A,BC,caitlin-press.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"BC regional"
Oolichan Books,Traditional,British Columbia,Canada,"Literary, BC interest",Via website,N/A,BC,oolichan.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"BC literary"
Sono Nis Press,Traditional,Victoria BC,Canada,"BC interest, children's, nature",Via website,N/A,BC,sononis.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Victoria BC"
TouchWood Editions,Traditional,Victoria BC,Canada,"BC, fiction, nature, history",Via website,N/A,BC,touchwoodeditions.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Victoria BC"
Harbour Publishing,Traditional,British Columbia,Canada,"BC interest, First Nations",Via website,N/A,BC,harbourpublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"BC regional"
Figure 1 Publishing,Traditional,Vancouver BC,Canada,"Food, design, lifestyle",Via website,N/A,BC,figure1publishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Vancouver lifestyle"
Tidewater Publishers,Traditional,Maryland,USA,"Chesapeake Bay, maritime, regional",Via website,N/A,MD,tidewaterpublishers.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Chesapeake regional"
Stackpole Books,Traditional,Pennsylvania,USA,"Outdoor, military, history, crafts",Via website,N/A,PA,stackpolebooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Outdoor specialty"
Globe Pequot,Traditional,Connecticut,USA,"Travel, outdoor, regional",Via website,N/A,CT,globepequot.com,Via website,N/A,Unknown,High,"Travel/outdoor"
Down East Books,Traditional,Maine,USA,"Maine, New England regional",Via website,N/A,ME,downeast.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Maine regional"
Islandport Press,Traditional,Maine,USA,"Maine interest, children's, fiction",Via website,N/A,ME,islandportpress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Maine indie"
Tilbury House Publishers,Traditional,Maine,USA,"Children's, nature, Maine",Via website,N/A,ME,tilburyhouse.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Maine children's"
University Press of New England,Academic,New Hampshire,USA,"New England regional",Via website,N/A,NH,upne.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Regional academic"
Commonwealth Editions,Traditional,Massachusetts,USA,"Massachusetts, New England",Via website,N/A,MA,commonwealtheditions.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"MA regional"
Applewood Books,Traditional,Massachusetts,USA,"American classics, reprints",Via website,N/A,MA,awb.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Classic reprints"
Black Dome Press,Traditional,New York,USA,"New York State history, Catskills",Via website,N/A,NY,blackdomepress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"NY regional"
Excelsior Editions (SUNY),Academic,New York,USA,"New York State interest",Via SUNY,N/A,NY,sunypress.edu,Via SUNY,N/A,NO AUDIOBOOKS,TIER 1,"SUNY regional"
Syracuse University Press,Academic,New York,USA,"Middle East, Irish, media",Via website,N/A,NY,syracuseuniversitypress.syr.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Syracuse academic"
SUNY Press,Academic,New York,USA,"Philosophy, Asian, Jewish studies",Via website,N/A,NY,sunypress.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"State University NY"
Fordham University Press,Academic,New York,USA,"Humanities, Jesuit, Catholic",Via website,N/A,NY,fordhampress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Jesuit academic"
New York University Press,Academic,NYC,USA,"American studies, media, law",Via website,N/A,NYC,nyupress.org,Via website,N/A,Unknown,High,"NYU academic"
Rutgers University Press,Academic,New Jersey,USA,"American, media, health",Via website,N/A,NJ,rutgersuniversitypress.org,Via website,N/A,Unknown,High,"NJ academic"
Temple University Press,Academic,Philadelphia PA,USA,"Urban, labor, African American",Via website,N/A,PA,tupress.temple.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Philadelphia"
University of Pennsylvania Press,Academic,Philadelphia PA,USA,"Humanities, social sciences",Via website,N/A,PA,pennpress.org,Via website,N/A,Unknown,High,"Penn academic"
Drexel University,Academic,Philadelphia PA,USA,"Engineering, business",Via website,N/A,PA,drexel.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Drexel"
Georgetown University Press,Academic,Washington DC,USA,"International affairs, ethics",Via website,N/A,DC,press.georgetown.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Jesuit"
Catholic University Press,Academic,Washington DC,USA,"Catholic, theology, philosophy",Via website,N/A,DC,cuapress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Catholic academic"
Howard University Press,Academic,Washington DC,USA,"African American studies",Via website,N/A,DC,hupress.howard.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"HBCU"
University of Maryland Press,Academic,Maryland,USA,"Maryland, environmental",Via website,N/A,MD,umdpress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Maryland academic"
